generation,tick,preys_alive,predators_alive,food_alive,max_preys_this_gen,max_predators_this_gen,BestPreyFit,BestPredFit
9,1550,11,2,250,111,100,330,190
9,1600,12,2,250,111,100,360,200
9,1650,13,2,250,111,100,360,200
9,1700,16,1,250,111,100,390,200
9,1750,16,2,250,111,100,390,230
9,1800,18,2,250,111,100,400,230
9,1850,21,2,250,111,100,420,230
9,1900,24,2,250,111,100,440,230
9,1950,27,2,250,111,100,450,230
9,2000,27,2,250,111,100,450,240
9,2050,30,2,250,111,100,480,240
9,2100,32,3,250,111,100,510,270
9,2150,38,3,250,111,100,530,270
9,2200,45,3,250,111,100,560,270
9,2250,53,4,250,111,100,570,290
9,2300,59,4,250,111,100,600,290
9,2350,68,4,250,111,100,620,290
9,2400,82,4,250,111,100,650,290
9,2450,90,4,250,111,100,660,300
9,2500,105,4,250,111,100,680,300
9,2550,122,5,250,122,100,690,320
9,2600,141,7,250,141,100,710,360
9,2650,150,9,250,150,100,710,390
9,2700,150,11,250,150,100,710,400
9,2750,150,13,250,150,100,710,410
9,2800,149,13,250,150,100,720,410
9,2850,150,14,250,150,100,710,450
9,2900,150,16,250,150,100,710,470
9,2950,149,17,250,150,100,740,500
9,3000,149,18,250,150,100,750,520
10,0,100,50,250,100,50
10,0,100,50,250,100,50
10,50,85,54,250,100,54,30,40
10,100,99,59,250,100,59,60,40
10,150,95,74,250,100,74,70,60
10,200,91,84,250,103,84,90,70
10,250,90,96,250,103,96,120,90
10,300,88,100,250,103,100,130,90
10,350,71,100,250,103,100,130,110
10,400,58,100,250,103,100,150,120
10,450,43,98,250,103,100,160,130
10,500,37,95,250,103,100,190,140
10,550,33,89,250,103,100,220,140
10,600,28,91,250,103,100,220,150
10,650,27,92,250,103,100,250,150
10,700,23,90,250,103,100,270,150
10,750,21,82,250,103,100,280,150
10,800,27,73,250,103,100,310,160
10,850,30,71,250,103,100,330,160
10,900,27,71,250,103,100,340,190
10,950,24,66,250,103,100,340,190
10,1000,25,62,250,103,100,360,190
10,1050,28,51,250,103,100,370,190
10,1100,29,46,250,103,100,400,190
10,1150,32,42,250,103,100,420,210
10,1200,39,34,250,103,100,430,210
10,1250,44,30,250,103,100,430,210
10,1300,51,29,250,103,100,450,210
10,1350,60,27,250,103,100,460,210
10,1400,56,27,250,103,100,480,240
10,1450,52,31,250,103,100,480,260
10,1500,50,36,250,103,100,490,270
10,1550,42,40,250,103,100,510,270
10,1600,37,43,250,103,100,510,270
10,1650,33,45,250,103,100,480,270
10,1700,33,46,250,103,100,480,270
10,1750,33,45,250,103,100,460,270
10,1800,31,43,250,103,100,460,270
10,1850,33,42,250,103,100,430,270
10,1900,33,40,250,103,100,460,270
10,1950,35,38,250,103,100,480,270
10,2000,38,35,250,103,100,520,270
10,2050,47,33,250,103,100,520,270
10,2100,51,33,250,103,100,540,300
10,2150,59,29,250,103,100,570,310
10,2200,64,32,250,103,100,600,350
10,2250,70,32,250,103,100,610,390
10,2300,85,36,250,103,100,640,420
10,2350,88,34,250,103,100,670,450
10,2400,88,39,250,103,100,660,490
10,2450,83,44,250,103,100,660,490
10,2500,72,54,250,103,100,670,500
10,2550,59,61,250,103,100,680,550
10,2600,51,69,250,103,100,710,560
10,2650,44,73,250,103,100,710,560
10,2700,42,77,250,103,100,710,570
10,2750,49,81,250,103,100,720,570
10,2800,45,83,250,103,100,730,570
10,2850,57,80,250,103,100,760,570
10,2900,66,80,250,103,100,780,570
10,2950,82,74,250,103,100,790,570
10,3000,87,78,250,103,100,810,570
11,0,100,50,250,100,50
11,0,100,50,250,100,50
11,50,86,55,250,100,55,40,60
11,100,88,62,250,100,62,60,70
11,150,88,72,250,100,72,70,80
11,200,86,81,250,100,81,100,80
11,250,79,92,250,100,92,130,110
11,300,61,99,250,100,100,130,140
11,350,58,100,250,100,100,160,150
11,400,43,100,250,100,100,180,150
11,450,41,98,250,100,100,190,150
11,500,40,98,250,100,100,210,150
11,550,40,90,250,100,100,210,150
11,600,36,86,250,100,100,220,150
11,650,30,83,250,100,100,220,150
11,700,27,79,250,100,100,220,150
11,750,22,73,250,100,100,240,150
11,800,18,64,250,100,100,270,140
11,850,12,57,250,100,100,200,150
11,900,10,47,250,100,100,200,150
11,950,7,40,250,100,100,180,150
11,1000,5,33,250,100,100,180,150
11,1050,5,27,250,100,100,180,150
11,1100,5,24,250,100,100,180,150
11,1150,5,23,250,100,100,180,150
11,1200,6,17,250,100,100,210,150
11,1250,4,12,250,100,100,210,150
11,1300,4,9,250,100,100,210,150
11,1350,5,7,250,100,100,230,150
11,1400,4,4,250,100,100,230,110
11,1450,3,2,250,100,100,230,100
11,1500,3,2,250,100,100,230,100
11,1550,3,2,250,100,100,230,100
11,1600,2,2,250,100,100,180,100
11,1650,2,2,250,100,100,180,100
11,1700,2,2,250,100,100,180,100
11,1750,0,1,250,100,100,0,100
11,1800,0,0,250,100,100,0,0
11,1850,0,0,250,100,100,0,0
11,1900,0,0,250,100,100,0,0
11,1950,0,0,250,100,100,0,0
11,2000,0,0,250,100,100,0,0
11,2050,0,0,250,100,100,0,0
11,2100,0,0,250,100,100,0,0
11,2150,0,0,250,100,100,0,0
11,2200,0,0,250,100,100,0,0
11,2250,0,0,250,100,100,0,0
11,2300,0,0,250,100,100,0,0
11,2350,0,0,250,100,100,0,0
11,2400,0,0,250,100,100,0,0
11,2450,0,0,250,100,100,0,0
11,2500,0,0,250,100,100,0,0
11,2550,0,0,250,100,100,0,0
11,2600,0,0,250,100,100,0,0
11,2650,0,0,250,100,100,0,0
11,2700,0,0,250,100,100,0,0
11,2750,0,0,250,100,100,0,0
11,2800,0,0,250,100,100,0,0
11,2850,0,0,250,100,100,0,0
11,2900,0,0,250,100,100,0,0
11,2950,0,0,250,100,100,0,0
11,3000,0,0,250,100,100,0,0
12,0,100,50,250,100,50
12,0,100,50,250,100,50
12,50,98,52,250,100,52,40,30
12,100,92,60,250,102,60,70,60
12,150,88,75,250,102,75,90,80
12,200,78,83,250,102,83,100,90
12,250,59,93,250,102,93,100,110
12,300,51,99,250,102,100,120,110
12,350,44,100,250,102,100,130,120
12,400,28,100,250,102,100,160,120
12,450,30,97,250,102,100,190,120
12,500,29,92,250,102,100,210,120
12,550,22,82,250,102,100,220,120
12,600,21,74,250,102,100,210,120
12,650,19,70,250,102,100,210,130
12,700,18,58,250,102,100,220,130
12,750,23,51,250,102,100,230,130
12,800,25,37,250,102,100,250,140
12,850,28,31,250,102,100,260,140
12,900,33,27,250,102,100,280,140
12,950,39,24,250,102,100,300,140
12,1000,45,20,250,102,100,310,140
12,1050,50,19,250,102,100,340,150
12,1100,60,18,250,102,100,360,150
12,1150,67,21,250,102,100,370,170
12,1200,77,24,250,102,100,400,190
12,1250,90,27,250,102,100,430,190
12,1300,98,29,250,102,100,460,200
12,1350,109,36,250,112,100,490,210
12,1400,117,45,250,119,100,510,240
12,1450,116,53,250,119,100,550,260
12,1500,111,63,250,120,100,570,270
12,1550,111,78,250,120,100,600,290
12,1600,109,87,250,120,100,630,320
12,1650,90,100,250,120,100,640,340
12,1700,78,100,250,120,100,660,340
12,1750,75,100,250,120,100,690,340
12,1800,75,100,250,120,100,700,350
12,1850,71,99,250,120,100,750,370
12,1900,58,99,250,120,100,790,370
12,1950,47,98,250,120,100,820,370
12,2000,52,98,250,120,100,820,370
12,2050,50,99,250,120,100,840,370
12,2100,43,97,250,120,100,850,380
12,2150,34,98,250,120,100,850,380
12,2200,31,98,250,120,100,850,380
12,2250,25,98,250,120,100,850,380
12,2300,19,96,250,120,100,810,380
12,2350,19,90,250,120,100,810,380
12,2400,19,79,250,120,100,760,380
12,2450,18,72,250,120,100,790,380
12,2500,19,67,250,120,100,810,380
12,2550,17,64,250,120,100,820,390
12,2600,17,58,250,120,100,840,390
12,2650,14,53,250,120,100,850,400
12,2700,14,41,250,120,100,880,400
12,2750,17,36,250,120,100,900,400
12,2800,15,33,250,120,100,910,400
12,2850,20,29,250,120,100,940,400
12,2900,21,28,250,120,100,960,400
12,2950,30,25,250,120,100,1000,400
12,3000,35,23,250,120,100,1030,400
13,0,100,50,250,100,50
13,0,100,50,250,100,50
13,50,92,52,250,100,52,40,30
13,100,100,60,250,101,60,60,40
13,150,90,76,250,101,76,70,60
13,200,88,90,250,101,90,120,90
13,250,79,100,250,101,100,130,100
13,300,63,100,250,101,100,160,120
13,350,54,100,250,101,100,150,120
13,400,47,99,250,101,100,160,120
13,450,49,95,250,101,100,160,120
13,500,45,93,250,101,100,190,120
13,550,42,92,250,101,100,210,120
13,600,37,90,250,101,100,200,120
13,650,35,82,250,101,100,220,120
13,700,20,79,250,101,100,220,130
13,750,14,71,250,101,100,220,130
13,800,13,70,250,101,100,220,160
13,850,11,67,250,101,100,220,160
13,900,9,60,250,101,100,220,160
13,950,8,55,250,101,100,220,160
13,1000,9,48,250,101,100,230,160
13,1050,10,42,250,101,100,250,160
13,1100,10,30,250,101,100,280,160
13,1150,11,26,250,101,100,320,160
13,1200,13,19,250,101,100,320,160
13,1250,15,16,250,101,100,320,160
13,1300,20,12,250,101,100,340,120
13,1350,23,8,250,101,100,370,110
13,1400,26,5,250,101,100,380,100
13,1450,28,4,250,101,100,380,110
13,1500,31,3,250,101,100,400,110
13,1550,35,3,250,101,100,410,110
13,1600,40,4,250,101,100,440,110
13,1650,47,4,250,101,100,440,110
13,1700,60,4,250,101,100,460,110
13,1750,68,4,250,101,100,490,110
13,1800,78,3,250,101,100,500,90
13,1850,85,3,250,101,100,520,100
13,1900,104,4,250,104,100,530,120
13,1950,121,5,250,121,100,530,140
13,2000,150,5,250,150,100,560,150
13,2050,150,5,250,150,100,580,150
13,2100,150,5,250,150,100,610,150
13,2150,150,4,250,150,100,620,150
13,2200,150,4,250,150,100,640,150
13,2250,150,4,250,150,100,650,150
13,2300,150,4,250,150,100,670,150
13,2350,150,4,250,150,100,700,150
13,2400,150,3,250,150,100,730,150
13,2450,150,4,250,150,100,740,160
13,2500,150,5,250,150,100,760,180
13,2550,150,5,250,150,100,770,180
13,2600,150,6,250,150,100,800,190
13,2650,150,6,250,150,100,820,190
13,2700,150,7,250,150,100,830,190
13,2750,150,6,250,150,100,860,190
13,2800,150,7,250,150,100,890,190
13,2850,150,9,250,150,100,910,210
13,2900,150,10,250,150,100,940,220
13,2950,149,11,250,150,100,950,250
13,3000,150,13,250,150,100,970,250
14,0,100,50,250,100,50
14,0,100,50,250,100,50
14,50,89,52,250,100,52,40,30
14,100,95,60,250,100,60,70,60
14,150,101,74,250,108,74,100,70
14,200,99,94,250,108,94,130,80
14,250,84,100,250,108,100,160,90
14,300,68,100,250,108,100,180,110
14,350,60,100,250,108,100,190,130
14,400,54,100,250,108,100,220,130
14,450,51,99,250,108,100,250,130
14,500,38,100,250,108,100,220,130
14,550,34,100,250,108,100,250,130
14,600,27,98,250,108,100,270,140
14,650,23,100,250,108,100,280,160
14,700,17,96,250,108,100,250,170
14,750,20,89,250,108,100,270,170
14,800,21,84,250,108,100,280,170
14,850,17,83,250,108,100,310,170
14,900,15,72,250,108,100,340,170
14,950,10,67,250,108,100,340,180
14,1000,9,53,250,108,100,340,180
14,1050,8,48,250,108,100,340,180
14,1100,10,39,250,108,100,360,180
14,1150,11,34,250,108,100,370,180
14,1200,10,31,250,108,100,390,180
14,1250,12,28,250,108,100,400,180
14,1300,11,22,250,108,100,420,180
14,1350,10,18,250,108,100,430,180
14,1400,11,15,250,108,100,430,150
14,1450,11,12,250,108,100,460,150
14,1500,15,9,250,108,100,460,150
14,1550,19,9,250,108,100,490,150
14,1600,28,7,250,108,100,520,150
14,1650,37,6,250,108,100,550,150
14,1700,45,5,250,108,100,580,150
14,1750,57,5,250,108,100,580,150
14,1800,66,4,250,108,100,610,150
14,1850,83,5,250,108,100,630,180
14,1900,93,6,250,108,100,640,180
14,1950,109,7,250,109,100,680,190
14,2000,132,8,250,132,100,700,190
14,2050,150,10,250,150,100,710,220
14,2100,150,12,250,150,100,730,250
14,2150,149,15,250,150,100,730,250
14,2200,150,17,250,150,100,750,260
14,2250,148,25,250,150,100,780,290
14,2300,149,28,250,150,100,800,290
14,2350,150,36,250,150,100,830,310
14,2400,149,41,250,150,100,850,310
14,2450,150,46,250,150,100,880,310
14,2500,150,50,250,150,100,890,310
14,2550,150,58,250,150,100,910,360
14,2600,149,64,250,150,100,920,360
14,2650,146,71,250,150,100,940,370
14,2700,146,82,250,150,100,970,410
14,2750,140,92,250,150,100,980,420
14,2800,128,97,250,150,100,1000,430
14,2850,116,99,250,150,100,1010,430
14,2900,111,100,250,150,100,1030,450
14,2950,109,100,250,150,100,1040,450
14,3000,101,100,250,150,100,1070,500
15,0,100,50,250,100,50
15,0,100,50,250,100,50
15,50,99,52,250,100,52,40,30
15,100,104,67,250,112,67,70,50
15,150,109,76,250,112,76,90,90
15,200,103,88,250,112,88,100,110
15,250,93,100,250,112,100,120,140
15,300,90,99,250,112,100,150,160
15,350,72,100,250,112,100,150,160
15,400,60,100,250,112,100,180,160
15,450,45,100,250,112,100,190,160
15,500,45,100,250,112,100,240,170
15,550,38,95,250,112,100,240,180
15,600,36,96,250,112,100,270,180
15,650,26,92,250,112,100,280,180
15,700,17,87,250,112,100,280,180
15,750,11,85,250,112,100,300,180
15,800,10,77,250,112,100,300,180
15,850,11,70,250,112,100,300,180
15,900,10,61,250,112,100,310,180
15,950,9,52,250,112,100,340,180
15,1000,13,48,250,112,100,370,180
15,1050,14,47,250,112,100,390,180
15,1100,17,43,250,112,100,420,180
15,1150,19,38,250,112,100,430,180
15,1200,21,36,250,112,100,460,180
15,1250,20,33,250,112,100,490,180
15,1300,22,30,250,112,100,490,190
15,1350,26,24,250,112,100,520,190
15,1400,32,23,250,112,100,550,190
15,1450,39,19,250,112,100,580,190
15,1500,51,17,250,112,100,600,190
15,1550,62,15,250,112,100,610,190
15,1600,76,15,250,112,100,660,190
15,1650,93,17,250,112,100,690,220
15,1700,111,18,250,112,100,700,240
15,1750,113,22,250,116,100,730,250
15,1800,123,28,250,124,100,750,280
15,1850,137,32,250,139,100,760,290
15,1900,150,36,250,150,100,810,290
15,1950,150,43,250,150,100,820,300
15,2000,148,50,250,150,100,820,320
15,2050,139,61,250,150,100,840,320
15,2100,150,66,250,150,100,850,320
15,2150,150,70,250,150,100,850,320
15,2200,148,76,250,150,100,880,320
15,2250,144,83,250,150,100,910,330
15,2300,132,95,250,150,100,910,340
15,2350,120,98,250,150,100,910,390
15,2400,103,99,250,150,100,940,390
15,2450,93,99,250,150,100,970,410
15,2500,75,100,250,150,100,1000,420
15,2550,60,99,250,150,100,880,440
15,2600,49,99,250,150,100,910,440
15,2650,35,95,250,150,100,870,450
15,2700,31,96,250,150,100,870,470
15,2750,22,95,250,150,100,890,480
15,2800,15,90,250,150,100,890,480
15,2850,10,89,250,150,100,910,480
15,2900,6,81,250,150,100,890,480
15,2950,3,77,250,150,100,890,480
15,3000,2,71,250,150,100,860,480
16,0,100,50,250,100,50
16,0,100,50,250,100,50
16,50,113,52,250,113,52,40,40
16,100,126,60,250,126,60,70,70
16,150,149,71,250,150,71,100,80
16,200,141,93,250,150,93,120,110
16,250,145,100,250,150,100,150,130
16,300,142,100,250,150,100,160,160
16,350,131,100,250,150,100,180,160
16,400,123,100,250,150,100,190,160
16,450,102,100,250,150,100,220,160
16,500,86,100,250,150,100,250,210
16,550,75,99,250,150,100,270,220
16,600,67,100,250,150,100,280,220
16,650,67,100,250,150,100,330,220
16,700,48,100,250,150,100,360,230
16,750,48,99,250,150,100,370,230
16,800,42,98,250,150,100,390,260
16,850,38,98,250,150,100,420,270
16,900,37,100,250,150,100,400,280
16,950,35,99,250,150,100,420,280
16,1000,37,95,250,150,100,430,280
16,1050,34,92,250,150,100,450,280
16,1100,33,91,250,150,100,460,280
16,1150,27,84,250,150,100,490,280
16,1200,22,77,250,150,100,520,280
16,1250,22,76,250,150,100,520,280
16,1300,18,75,250,150,100,520,280
16,1350,19,74,250,150,100,550,280
16,1400,19,67,250,150,100,570,280
16,1450,23,58,250,150,100,580,240
16,1500,21,53,250,150,100,570,240
16,1550,21,50,250,150,100,570,240
16,1600,21,49,250,150,100,580,260
16,1650,23,41,250,150,100,590,270
16,1700,28,39,250,150,100,620,270
16,1750,29,39,250,150,100,640,270
16,1800,30,38,250,150,100,650,270
16,1850,36,35,250,150,100,680,290
16,1900,36,37,250,150,100,700,290
16,1950,39,36,250,150,100,710,290
16,2000,55,33,250,150,100,740,290
16,2050,68,34,250,150,100,770,310
16,2100,77,37,250,150,100,770,310
16,2150,78,43,250,150,100,790,350
16,2200,80,48,250,150,100,820,390
16,2250,80,56,250,150,100,830,410
16,2300,75,60,250,150,100,860,410
16,2350,80,66,250,150,100,890,410
16,2400,83,74,250,150,100,920,410
16,2450,75,85,250,150,100,940,420
16,2500,82,90,250,150,100,950,420
16,2550,73,99,250,150,100,980,440
16,2600,70,100,250,150,100,1000,440
16,2650,61,100,250,150,100,1010,450
16,2700,65,99,250,150,100,1030,450
16,2750,63,95,250,150,100,1040,450
16,2800,52,97,250,150,100,1070,450
16,2850,51,92,250,150,100,1090,470
16,2900,41,87,250,150,100,1100,470
16,2950,42,83,250,150,100,1130,470
16,3000,42,81,250,150,100,1160,470
17,0,100,50,250,100,50
17,0,100,50,250,100,50
17,50,90,55,250,100,55,40,40
17,100,99,65,250,104,65,70,60
17,150,106,83,250,108,83,100,90
17,200,101,98,250,108,98,120,90
17,250,96,100,250,108,100,150,110
17,300,76,100,250,108,100,180,120
17,350,66,99,250,108,100,210,130
17,400,64,100,250,108,100,190,160
17,450,51,100,250,108,100,210,160
17,500,45,100,250,108,100,220,160
17,550,42,96,250,108,100,250,160
17,600,35,100,250,108,100,280,160
17,650,30,98,250,108,100,280,170
17,700,30,96,250,108,100,310,170
17,750,28,92,250,108,100,310,170
17,800,23,85,250,108,100,310,190
17,850,22,79,250,108,100,300,190
17,900,18,73,250,108,100,310,190
17,950,18,63,250,108,100,310,190
17,1000,20,57,250,108,100,310,190
17,1050,17,46,250,108,100,310,190
17,1100,15,39,250,108,100,280,190
17,1150,14,36,250,108,100,290,200
17,1200,13,31,250,108,100,290,200
17,1250,12,23,250,108,100,290,200
17,1300,11,21,250,108,100,290,200
17,1350,12,18,250,108,100,300,200
17,1400,11,13,250,108,100,300,200
17,1450,10,13,250,108,100,300,200
17,1500,8,12,250,108,100,300,200
17,1550,9,10,250,108,100,310,200
17,1600,10,9,250,108,100,340,170
17,1650,9,8,250,108,100,340,170
17,1700,10,7,250,108,100,360,170
17,1750,9,7,250,108,100,360,170
17,1800,10,6,250,108,100,360,170
17,1850,10,6,250,108,100,370,170
17,1900,8,4,250,108,100,370,170
17,1950,7,4,250,108,100,370,170
17,2000,7,2,250,108,100,370,140
17,2050,6,1,250,108,100,370,100
17,2100,6,1,250,108,100,370,100
17,2150,6,1,250,108,100,380,100
17,2200,6,1,250,108,100,380,100
17,2250,4,1,250,108,100,380,100
17,2300,4,0,250,108,100,380,0
17,2350,3,0,250,108,100,380,0
17,2400,3,0,250,108,100,390,0
17,2450,3,0,250,108,100,390,0
17,2500,3,0,250,108,100,390,0
17,2550,2,0,250,108,100,390,0
17,2600,2,0,250,108,100,390,0
17,2650,2,0,250,108,100,390,0
17,2700,2,0,250,108,100,390,0
17,2750,2,0,250,108,100,390,0
17,2800,2,0,250,108,100,390,0
17,2850,2,0,250,108,100,390,0
17,2900,2,0,250,108,100,390,0
17,2950,1,0,250,108,100,390,0
17,3000,1,0,250,108,100,390,0
18,0,100,50,250,100,50
18,0,100,50,250,100,50
18,50,103,56,250,103,56,40,40
18,100,90,71,250,107,71,60,70
18,150,83,88,250,107,88,100,100
18,200,87,100,250,107,100,120,110
18,250,80,100,250,107,100,130,120
18,300,76,100,250,107,100,150,160
18,350,60,100,250,107,100,160,170
18,400,48,99,250,107,100,190,170
18,450,32,100,250,107,100,210,170
18,500,19,100,250,107,100,220,170
18,550,11,99,250,107,100,220,170
18,600,12,93,250,107,100,250,170
18,650,11,90,250,107,100,250,170
18,700,4,83,250,107,100,250,170
18,750,3,68,250,107,100,280,170
18,800,2,59,250,107,100,280,170
18,850,2,51,250,107,100,280,170
18,900,1,35,250,107,100,280,170
18,950,2,27,250,107,100,310,140
18,1000,3,21,250,107,100,340,140
18,1050,3,14,250,107,100,340,140
18,1100,5,12,250,107,100,370,140
18,1150,7,11,250,107,100,400,140
18,1200,8,7,250,107,100,420,150
18,1250,11,5,250,107,100,450,150
18,1300,10,4,250,107,100,450,180
18,1350,13,5,250,107,100,460,190
18,1400,18,3,250,107,100,490,200
18,1450,23,3,250,107,100,520,200
18,1500,29,4,250,107,100,550,220
18,1550,37,5,250,107,100,570,260
18,1600,48,6,250,107,100,600,270
18,1650,57,6,250,107,100,630,280
18,1700,67,6,250,107,100,640,280
18,1750,80,8,250,107,100,660,280
18,1800,106,10,250,107,100,670,280
18,1850,137,11,250,137,100,690,310
18,1900,150,12,250,150,100,720,330
18,1950,150,15,250,150,100,760,330
18,2000,150,16,250,150,100,760,340
18,2050,149,20,250,150,100,780,360
18,2100,150,25,250,150,100,790,370
18,2150,149,30,250,150,100,810,380
18,2200,150,37,250,150,100,820,400
18,2250,150,46,250,150,100,850,420
18,2300,148,53,250,150,100,880,430
18,2350,147,64,250,150,100,900,460
18,2400,135,77,250,150,100,930,500
18,2450,126,92,250,150,100,970,520
18,2500,127,100,250,150,100,970,520
